Sentence,Label
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE DEAL 3 PLANT SAN FRAN VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
HUT SML CLASSIC NO G~~HUT SMALL PIZZA~~MB S SF NG  VEGETABLE SUPREME (PL) MYBOX,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. SML PIZZA~~JE. SMALL PIZZA~~SMALL PLANT SAN FRAN VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
HUT SML CLASSIC NO G~~HUT SMALL PIZZA~~MB S CLC NG MARGHERITA (PLANT) MYBOX,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'S', 'O', 'O', 'O', 'O', 'O']"
HUT TOPPINGS DEFAULT~~HUT TOPPINGS~~L PLANT (EX) CHEEZE +170 PLANT -225 MOZ,"['O', 'C', 'O', 'O', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. LG PIZZA~~JE. LARGE PIZZA~~LARGE DEAL 3 PLANT SAN FRAN VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
PREP LG TOPPINGS~~PREP BUILD~~L CLC 3G HOT HONEY DRIZZLE,"['O', 'S', 'C', 'O', 'O', 'S', 'O', 'O', 'O', 'O', 'O']"
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE SF UPG DEAL 2 PLANT MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
UE. SML PIZZA~~UE. SMALL PIZZA~~SMALL PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O']"
JE. MED CLASSIC NO G~~JE. MED PIZZA~~M CLC NG PLANT VEG SUPREME,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
JE. MED PIZZA~~JE. MED PIZZA~~MEDIUM PLANT BEYOND ITALIAN SAUSAGE,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'B', 'O']"
HUT DEALS~~HUT DEALS~~SF DBLE MYBOX £19.99,"['O', 'C', 'O', 'C', 'O', 'O', 'O', 'O']"
JE. MED PIZZA~~JE. MED PIZZA~~MEDIUM DEAL 1 PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
DV. MED PIZZA~~DV. MED PIZZA~~MEDIUM PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O']"
DV. CLASSIC SIDES~~DV. SIDES~~ONION RINGS,"['O', 'B', 'O', 'O', 'O', 'O', 'O']"
JE. SML CLASSIC NO G~~JE. SMALL PIZZA~~S SF NG PLANT VEG SUPREME,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
PHD TOPPINGS DEFAULT~~PHD TOPPINGS~~L PLANT (EXT) CHEEZE +170 PLANT -225 MOZ,"['O', 'C', 'O', 'O', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
DV. SML PIZZA~~DV. SMALL PIZZA~~S SF HOT HONEY PEPPERONI FEAST,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
UE. SML CLASSIC NO G~~UE. SMALL PIZZA~~S CLC NG PLANT BM ITALIAN SAUSAGE,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'B', 'O']"
JE. MED CLASSIC~~JE. MED PIZZA~~YUM M CLASSIC MEAT SUPREME,"['O', 'S', 'B', 'O', 'S', 'C', 'O', 'S', 'B', 'O', 'O']"
JE. MED CLASSIC NO G~~JE. MED PIZZA~~M SF NG PLANT VEG SIZZLER,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
"PREP BASES~~FOOD PREPARED ITEMS~~16"" BNY VEGETABLE SUPREME WITH GARLIC SP","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
UE. MED PIZZA~~UE. MED PIZZA~~MEDIUM PLANT SAN FRAN VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE PLANT SAN FRAN BEYOND ITALIAN SAUS,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'B', 'O']"
UE. LG PIZZA~~UE. LARGE PIZZA~~LARGE DEAL 3 PLANT SAN FRAN MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. MED PIZZA~~JE. MED PIZZA~~MEDIUM DEAL 2 MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
"HUT BNY PIZZAS~~HUT BNY~~16"" BNY TEXAN BBQ WITH GARLIC SPRINKLES)","['O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
HUT DEALS~~HUT DEALS~~VALENTINE'S DEAL 2024,"['O', 'C', 'O', 'C', 'O', 'O', 'O']"
DV. SML PIZZA~~DV. SMALL PIZZA~~SMALL DEAL 2 MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
UE. LG PIZZA~~UE. LARGE PIZZA~~LARGE PLANT SAN FRAN VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
JE. MED CLASSIC NO G~~JE. MED PIZZA~~M SF NG HOT HONEY PEPPERONI FEAST,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. MED CLASSIC NO G~~JE. MED PIZZA~~M CLC NG PLANT VEG SIZZLER,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O']"
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE DEAL 2 MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
DV. MED PIZZA~~DV. MED PIZZA~~M SF MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'O', 'O', 'O', 'O']"
PREP BASES~~FOOD PREPARED ITEMS~~BNY NG HOT HONEY PEPPERONI FEAST,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE UPG DEAL 2 PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
DV. SML PIZZA~~DV. SMALL PIZZA~~SMALL DEAL 1 PLANT MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
HUT LG CLASSIC NO GR~~HUT LARGE PIZZA~~L CLC NG PLANT VEG SIZZLER,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O']"
UE. MED PIZZA~~UE. MED PIZZA~~M SF MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'O', 'O', 'O', 'O']"
UE. LG PIZZA~~UE. LARGE PIZZA~~LARGE PLANT SAN FRAN MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
PHD SML CLASSIC NO G~~PHD SMALL PIZZA~~MB S SF NG  VEGETABLE SUPREME (PL) MYBOX,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. LG PIZZA~~JE. LARGE PIZZA~~LARGE UPG DEAL 2 PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O']"
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE DEAL 1 PLANT MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
UE. SML PIZZA~~UE. SMALL PIZZA~~CSMALL PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'O', 'O', 'O', 'O']"
HUT DEALS~~HUT DEALS~~SF TUESDAY TWO'SDAY,"['O', 'C', 'O', 'C', 'O', 'O', 'O']"
UE. LG PIZZA~~UE. LARGE PIZZA~~LARGE DEAL 1 PLANT MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O']"
HUT BNY SLICES~~HUT BNY~~SLICE BNY VEGGIE SIZZLER WITH GARLIC SPR,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. LG PIZZA~~JE. LARGE PIZZA~~LARGE DEAL 1 PLANT BEYOND ITALIAN SAUSAG,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'B', 'O']"
HUT MED CLASSIC GF~~HUT MED PIZZA~~HGF PLANT MARGHERITA,"['O', 'S', 'B', 'O', 'O', 'S', 'C', 'O', 'O', 'O']"
DV. LG PIZZA~~DV. LARGE PIZZA~~LARGE SF UPG DEAL 1 PLANT VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
PHD TOPPINGS DEFAULT~~PHD TOPPINGS~~L PAN 58G CUP N CRISP PEPPERONI,"['O', 'C', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
PREP SIDES~~PREP BUILD~~HOT HONEY HALLOUMI FRIES (V),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
UE. SML PIZZA~~UE. SMALL PIZZA~~SMALL PLANT SAN FRAN VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O', 'O', 'O']"
DV. MED PIZZA~~DV. MED PIZZA~~MEDIUM PLANT VEG SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O']"
"PREP BASES~~FOOD PREPARED ITEMS~~16"" BNY TEXAN BBQ WITH GARLIC SPRINKLES)","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"PREP BASES~~FOOD PREPARED ITEMS~~16"" BNY PEPPERONI FEAST","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. SML PIZZA~~JE. SMALL PIZZA~~SMALL DEAL 1 MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'C', 'O', 'O', 'O']"
UE. LG PIZZA~~UE. LARGE PIZZA~~LARGE DEAL 2 PLANT SAN FRAN VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O']"
PREP SML TOPPINGS~~PREP BUILD~~S CLC 11G DRIED CHILLI FLAKES,"['O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
PHD SML CLASSIC NO G~~PHD SMALL PIZZA~~MB S CLC NG VEGGIE SIZZLER (PL) MYBOX,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
PHD TOPPINGS DEFAULT~~PHD TOPPINGS~~BNY 4G HOT HONEY DRIZZLE,"['O', 'C', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'O']"
HUT DEALS~~HUT DEALS~~SF BOGOF PIZZA COL,"['O', 'C', 'O', 'C', 'O', 'O', 'C', 'O']"
HUT MED CLASSIC NO G~~HUT MED PIZZA~~M SF NG PLANT BM ITALIAN SAUSAGE,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
UE. MED PIZZA~~UE. MED PIZZA~~MEDIUM DEAL 2 MEAT SUPREME,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'C', 'O', 'O', 'O']"
DV. MED CLASSIC NO G~~DV. MED PIZZA~~M SF NG PLANT BM ITALIAN SAUSAGE,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
UE. SML CLASSIC NO G~~UE. SMALL PIZZA~~S SF NG PLANT VEG SIZZLER,"['O', 'S', 'B', 'O', 'O', 'O', 'S', 'C', 'O', 'O', 'O', 'O', 'O', 'O']"
JE. TOPPINGS DEFAULT~~JE. TOPPINGS~~P PLANT (EX) CHEEZE +170 PLANT -270 MOZ,"['O', 'C', 'O', 'O', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
DV. MED PIZZA~~DV. MED PIZZA~~MEDIUM DEAL 1 PLANT MARGHERITA,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'C', 'O', 'O', 'O']"
0007-SOFT BEVERAGE~~PURCHASED ITEMS~~JIMMY'S ICED COFFEE ORIGINAL,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
UE. LG PAN~~UE. LARGE PIZZA~~YUM L PAN MEAT SUPREME,"['O', 'S', 'B', 'O', 'S', 'C', 'O', 'O', 'B', 'O', 'O']"
JE. LG PIZZA~~JE. LARGE PIZZA~~LARGE PLANT VEG SIZZLER,"['O', 'S', 'C', 'O', 'S', 'C', 'S', 'O', 'O', 'O']"
